24,2,7,0.125
24,2,7,0.25
24,2,10,0
24,2,10,0.125
24,2,10,0.25
24,3,2,0
24,3,2,0.125
24,3,2,0.25
24,3,3,0
24,3,3,0.125
24,3,3,0.25
24,3,5,0
24,3,5,0.125
24,3,5,0.25
24,3,7,0
24,3,7,0.125
24,3,7,0.25
24,3,10,0
24,3,10,0.125
24,3,10,0.25
24,4,2,0
24,4,2,0.125
24,4,2,0.25
24,4,3,0
24,4,3,0.125
24,4,3,0.25
24,4,5,0
24,4,5,0.125
24,4,5,0.25
24,4,7,0
24,4,7,0.125
24,4,7,0.25
24,4,10,0
24,4,10,0.125
24,4,10,0.25
26,1.5,2,0
26,1.5,2,0.125
26,1.5,2,0.25
26,1.5,3,0
26,1.5,3,0.125
26,1.5,3,0.25
26,1.5,5,0
26,1.5,5,0.125
26,1.5,5,0.25
26,1.5,7,0
26,1.5,7,0.125
26,1.5,7,0.25
26,1.5,10,0
26,1.5,10,0.125
26,1.5,10,0.25
26,2,2,0
26,2,2,0.125
26,2,2,0.25
26,2,3,0
26,2,3,0.125
26,2,3,0.25
26,2,5,0
26,2,5,0.125
26,2,5,0.25
26,2,7,0
26,2,7,0.125
26,2,7,0.25
26,2,10,0
26,2,10,0.125
26,2,10,0.25
26,3,2,0
26,3,2,0.125
26,3,2,0.25
26,3,3,0
26,3,3,0.125
26,3,3,0.25
26,3,5,0
26,3,5,0.125
26,3,5,0.25
26,3,7,0
26,3,7,0.125
26,3,7,0.25
26,3,10,0
26,3,10,0.125
26,3,10,0.25
26,4,2,0
26,4,2,0.125
26,4,2,0.25
26,4,3,0
26,4,3,0.125
26,4,3,0.25
26,4,5,0
26,4,5,0.125
26,4,5,0.25
26,4,7,0
26,4,7,0.125
26,4,7,0.25
26,4,10,0
26,4,10,0.125
26,4,10,0.25
28,1.5,2,0
28,1.5,2,0.125
28,1.5,2,0.25
28,1.5,3,0
28,1.5,3,0.125
28,1.5,3,0.25
28,1.5,5,0
28,1.5,5,0.125
28,1.5,5,0.25
28,1.5,7,0
28,1.5,7,0.125
28,1.5,7,0.25
28,1.5,10,0
28,1.5,10,0.125
28,1.5,10,0.25
28,2,2,0
28,2,2,0.125
28,2,2,0.25
28,2,3,0
28,2,3,0.125
28,2,3,0.25
28,2,5,0
28,2,5,0.125
28,2,5,0.25
28,2,7,0
28,2,7,0.125
28,2,7,0.25
28,2,10,0
28,2,10,0.125
28,2,10,0.25
28,3,2,0
28,3,2,0.125
28,3,2,0.25
28,3,3,0
28,3,3,0.125
28,3,3,0.25
28,3,5,0
28,3,5,0.125
28,3,5,0.25
28,3,7,0
28,3,7,0.125
28,3,7,0.25
28,3,10,0
28,3,10,0.125
28,3,10,0.25
28,4,2,0
28,4,2,0.125
28,4,2,0.25
28,4,3,0
28,4,3,0.125
28,4,3,0.25
28,4,5,0
28,4,5,0.125
28,4,5,0.25
28,4,7,0
28,4,7,0.125
28,4,7,0.25
28,4,10,0
28,4,10,0.125
28,4,10,0.25
30,1.5,2,0
30,1.5,2,0.125
30,1.5,2,0.25
30,1.5,3,0
30,1.5,3,0.125
30,1.5,3,0.25
30,1.5,5,0
30,1.5,5,0.125
30,1.5,5,0.25
30,1.5,7,0
30,1.5,7,0.125
30,1.5,7,0.25
30,1.5,10,0
30,1.5,10,0.125
30,1.5,10,0.25
30,2,2,0
30,2,2,0.125
30,2,2,0.25
30,2,3,0
30,2,3,0.125
30,2,3,0.25
30,2,5,0
30,2,5,0.125
30,2,5,0.25
30,2,7,0
30,2,7,0.125
30,2,7,0.25
30,2,10,0
30,2,10,0.125
30,2,10,0.25
30,3,2,0
30,3,2,0.125
30,3,2,0.25
30,3,3,0
30,3,3,0.125
30,3,3,0.25
30,3,5,0
30,3,5,0.125
30,3,5,0.25
30,3,7,0
30,3,7,0.125
30,3,7,0.25
30,3,10,0
30,3,10,0.125
30,3,10,0.25
30,4,2,0
30,4,2,0.125
30,4,2,0.25
30,4,3,0
30,4,3,0.125
30,4,3,0.25
30,4,5,0
30,4,5,0.125
30,4,5,0.25
30,4,7,0
30,4,7,0.125
30,4,7,0.25
30,4,10,0
30,4,10,0.125
30,4,10,0.25
